AHRI Ref. #,Outdoor Unit Brand Name,Outdoor Unit Series Name,Outdoor Unit Model Number,Indoor Unit Brand Name,Mini/Multi-Split Indoor Unit Type,Indoor Unit Model Number,Furnace Model Number,"Cooling Capacity (95F), btuh (Appendix M1) *",EER2 (95F) (Appendix M1) *,SEER2 (Appendix M1) *,"Cooling Capacity (95F), btuh (Appendix M) *",EER (95F) (Appendix M) *,IEER (95F) (Appendix M) *,SEER (Appendix M) *,"Full-Load Cooling Air Volume Rate, scfm (Appendix M1)","Full-Load Cooling Air Volume Rate, scfm (Appendix M)","Intermediate Cooling Air Volume Rate, scfm (Appendix M)","Minimum Cooling Air Volume Rate, scfm (Appendix M)",Model Status,Manufacturer Type,AHRI Type,Split or Packaged?,Phase,Designated Tested Combination?,Region,Refrigerant Type,Sold In?,CEE Tier,Energy Guide Label,ENERGY STAR ® Certified?,Potential Eligibility for IRA Tax Credit,Is Rerated
215348917,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AM9S800804BUA*,34800,12,15.2,,,,,1050,1050,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215348918,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AM9S800804BUA*,34200,12,15.2,,,,,1030,1030,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215348921,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AM9S800604BUA*,34800,12,15.2,,,,,1110,1110,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215348922,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AM9S800604BUA*,34200,12,15.2,,,,,1090,1090,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
217484469,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,CDVS960805CUA*,34600,12.5,15,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
217484470,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,CDVS960805CUA*,34000,12,15,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
217484473,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,CDVS960603BUA*,34400,12,15,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
217484474,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,CDVS960603BUA*,34200,11.7,14.3,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857247,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230+EEP,,34400,11.7,14.3,,,,,1150,1150,,,Active,Systems,RCU-A-C,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857251,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230+MBVB20DP1X00A*,,35600,12.5,15.2,,,,,1100,1100,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857254,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230+MBVB16CP1X00A*,,35400,12.5,15.2,,,,,1100,1100,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857255,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626+MBVB16CP1X00A*,,34600,12.5,15.2,,,,,1100,1100,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857258,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626+MBVB12BP1X00A*,,34600,12.5,15.2,,,,,1100,1100,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857261,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVT961005C,34800,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857262,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVT961005C,34200,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857265,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVT960804C,34800,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857266,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVT960804C,34200,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857269,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,A*VT960803BNA*,34600,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857270,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,A*VT960803BNA*,34400,12,14.5,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857273,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVT960603B,34600,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857274,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVT960603B,34400,12,14.5,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857277,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVT960403B,34600,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857278,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVT960403B,34400,12,14.5,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857281,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVT801005C,35000,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857282,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVT801005C,34400,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857285,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVT800805C,35000,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857286,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVT800805C,34400,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857289,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,A*VT800804C*A*,35000,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857290,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,A*VT800804C*A*,34400,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857293,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVT800803B,34800,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857294,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVT800803B,34200,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857297,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,A*VT800604B*A*,34800,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857298,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,A*VT800604B*A*,34200,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857301,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVT800603B,34800,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857302,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVT800603B,34200,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857305,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,A*VS960805CUA*,34800,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857306,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,A*VS960805CUA*,34200,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857309,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,A*VS960603BUA*,34600,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857310,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,A*VS960603BUA*,34400,12,14.5,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857313,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,A*VS800805CUA*,35000,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857314,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,A*VS800805CUA*,34400,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857317,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,A*VS800604BUA*,34800,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857318,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,A*VS800604BUA*,34200,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857321,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVM971005C,34800,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857322,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVM971005C,34200,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857325,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVM970804C,34800,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857326,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVM970804C,34200,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857329,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVM970803B,34600,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857330,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVM970803B,34400,12,14.5,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857333,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,ADVM970603B,34600,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857334,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,ADVM970603B,34400,12,14.5,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857337,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9T961005CNA*,34800,12.5,15.2,,,,,1100,1100,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857338,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9T961005CNA*,34200,12,15.2,,,,,1080,1080,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857343,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9T960804CNA*,34200,12,15.2,,,,,1080,1080,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857346,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9T960803BNA*,34600,12,15.2,,,,,1080,1080,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857347,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9T960803BNA*,34200,12,14.5,,,,,1060,1060,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857350,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9T960603BNA*,34600,12,15.2,,,,,1060,1060,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857351,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9T960603BNA*,34200,12,14.5,,,,,1040,1040,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857352,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9T800805D*A*,35000,12.5,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857355,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9T800805C*A*,35000,12.5,15.2,,,,,1070,1070,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857356,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9T800805C*A*,34400,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857359,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9T800804C*A*,35000,12.5,15.2,,,,,1100,1100,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857360,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9T800804C*A*,34400,12,15.2,,,,,1080,1080,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857363,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9T800804B*A*,34800,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857364,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9T800804B*A*,34200,12,15.2,,,,,1030,1030,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857367,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9T800803B*A*,34800,12,15.2,,,,,1040,1040,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857368,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9T800803B*A*,34200,12,15.2,,,,,1020,1020,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857371,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9T800603B*A*,34800,12,15.2,,,,,1080,1080,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857372,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9T800603B*A*,34200,12,15.2,,,,,1060,1060,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857377,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S960805CUA*,34800,12.5,15.2,,,,,1080,1080,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857380,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S960805CNA*,34800,12.5,15.2,,,,,1070,1070,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857383,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S960804CNA*,34800,12.5,15.2,,,,,1080,1080,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857384,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S960804CNA*,34200,12,15.2,,,,,1060,1060,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857387,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S960803BNA*,34600,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857388,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S960803BNA*,34200,12,14.5,,,,,1030,1030,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857391,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S960603BUA*,34600,12,15.2,,,,,1090,1090,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857392,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S960603BUA*,34200,12,14.5,,,,,1070,1070,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857395,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S960603BNA*,34600,12,15.2,,,,,1090,1090,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857396,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S960603BNA*,34200,12,14.5,,,,,1070,1070,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857399,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S921005CNA*,34800,12,15.2,,,,,1090,1090,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857400,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S921005CNA*,34200,12,15.2,,,,,1070,1070,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857403,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S921004CNA*,34800,12,15.2,,,,,1120,1120,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857404,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S921004CNA*,34200,12,15.2,,,,,1100,1100,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857409,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S920804CNA*,34800,12.5,15.2,,,,,1110,1110,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857412,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S920803BNA*,34600,12,15.2,,,,,1070,1070,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857413,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S920803BNA*,34200,12,14.5,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
214857416,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S920603BNA*,34600,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857417,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S920603BNA*,34200,12,14.5,,,,,1090,1090,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,,,No,No,No
214857420,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S801005C*A*,35000,12.5,15.2,,,,,1080,1080,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857421,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S801005C*A*,34400,12,15.2,,,,,1060,1060,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857424,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA4230,AR9S800805C*A*,35000,12.5,15.2,,,,,1070,1070,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857425,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626,AR9S800805C*A*,34400,12,15.2,,,,,1050,1050,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214855584,AMANA,ALXS4B,ALXS4BA3610,AMANA,,CAPTA3626+EEP,,34600,11.7,14.3,,,,,1140,1140,,,Active,Systems,RCU-A-C,Split,1,Yes,All,R-32,"USA, Canada",,,No,No,No
214855588,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA4230+EEP,,40000,11.7,14.3,,,,,1430,1430,,,Active,Systems,RCU-A-C,Split,1,Yes,All,R-32,"USA, Canada",,,No,No,No
217484484,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA6030,CDVS960805CUA*,39000,12,15,,,,,1300,1300,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
217484485,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA4230,CDVS960805CUA*,39000,12,14.7,,,,,1300,1300,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215348942,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA6030,AM9S960805CUA*,39500,12,14.5,,,,,1320,1320,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215348943,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA4230,AM9S960805CUA*,39000,12,14.5,,,,,1320,1320,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
215348946,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA6030,AM9S800805CUA*,40000,12,15.2,,,,,1300,1300,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
215348947,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA4230,AM9S800805CUA*,39500,12,15.2,,,,,1300,1300,,,Production Stopped,Systems,RCUY-A-CB,Split,1,No,All,R-32,USA,CEE Tier 0,,No,No,No
214857733,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA6030+EEP,,40000,11.7,14.3,,,,,1400,1400,,,Active,Systems,RCU-A-C,Split,1,No,All,R-32,"USA, Canada",,,No,No,No
214857736,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA6030+MBVB20DP1X00A*,,40500,12.5,15.2,,,,,1300,1300,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857737,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA4230+MBVB20DP1X00A*,,40000,12.5,15.2,,,,,1300,1300,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857740,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA6030+MBVB16CP1X00A*,,40500,12.5,15.2,,,,,1300,1300,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857741,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA4230+MBVB16CP1X00A*,,40000,12.5,15.2,,,,,1300,1300,,,Active,Systems,RCU-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857742,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA6030,ADVT961205D,40000,12,15.2,,,,,1300,1300,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857743,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA4230,ADVT961205D,39500,12,15.2,,,,,1300,1300,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857746,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA6030,ADVT961005C,39500,12,15.2,,,,,1300,1300,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857747,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA4230,ADVT961005C,39500,12,15.2,,,,,1300,1300,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
214857750,AMANA,ALXS4B,ALXS4BA4210,AMANA,,CAPTA6030,ADVT960804C,39500,12,15.2,,,,,1300,1300,,,Active,Systems,RCUY-A-CB,Split,1,No,All,R-32,"USA, Canada",CEE Tier 0,,No,No,No
